ardf_num,mrds_num,site,location,quad_250,quad_63360,comm_main,comm_other,ore,gangue,site_type,status,production,dep_model,model_code,alteration,geol_desc,work_expl,comments,expand_ref,rept_names,rept_date,age,rept_aff,prod_notes,reserves,prime_ref,latitude,longitude,datum,source_datum
NM237,A012828,Bursik and Kern (King Mountain),"Prospects developed by Bursik and Kern (Mertie, 1918, p. 429) are on the south and southwestern slopes of King Mountain in upper Anvil Creek and extending southeastward toward Dexter. The map location is at an elevation of 750 feet in the north-central pa",NM,C-1,Au,,"Gold, limonite",Quartz,Prospects,Inactive,No,"Low-sulfide Au-quartz veins?  (Cox and Singer, 1986; model 36a).",36a?,Bleaching of marble and oxidation.,"Eight claims owned by Bursik and Kern were located on the west and southwest flank of King Mountain (Mertie, 1918 [B 662-I, p. 429]; Cathcart, 1922, locality 6, figure 18).  On the claims, bleached (?) marble probably contains lenses of white quartz, and","One 85-foot shaft (at an elevation of 700 feet), a 20-foot adit (at an elevation of 900 feet), and shallow shafts or pits were dug by Bursik and Kern before 1916 (Mertie, 1918 [B 662-I, p. 429]).   More recent work has probably not been done in this area.",,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,7/10/2000,,"Hawley Resource Group, Inc.",,,"Mertie, 1918",64.595442,-165.349654,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM238,A012928,Caribou Bill,"The Caribou Bill placer mine is at an elevation of about 500 feet in Nekula Gulch, about 4,400 feet southwest of the summit of King Mountain.  Nekula Gulch is in the south-side headwaters of Anvil Creek (NM236).  The map location is in the SW1/4 section 3",NM,C-1,Au,,Gold,,Mine,Inactive,Yes; small,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,"The Caribou Bill mine is one of several near the divide between upper Anvil Creek (NM236) and Dexter Creek (NM303) at surface elevations of about 450 to 600 feet, where high-level gravels were placer mined for gold.  These deposits were in gravels that ra","The Caribou Bill deposit was mined in a surface pit that was 30 by 50 feet across and 20 feet deep in 1902-03; a 90-foot shaft was used to recover rich pay from what is probably a solution cavity in marble (Collier and others, 1908).  Possibly the deposit",,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Bundtzen, T.K., Reger,",C.C. Hawley and Travis L. Hudson,7/10/2000,Quaternary.,"Hawley Resource Group, Inc.",The Caribou Bill deposit was very rich consisting of gravels containing as much as 48 ounces of gold per cubic yard.  The gold was coarse and angular and thought to be locally derived.  Production from the high-level gravels of the general area totaled ab,,"Collier and others, 1908",64.588942,-165.359753,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM239,A012930,Madeline; Mattie (upper workings),"The Madeline placer mine is at an elevation of about 600 feet in the headwaters of Anvil Creek (NM236) and about 3,400 feet southwest of the summit of King Mountain.  It is on the northeast side of the divide between upper Anvil Creek (NM236) and Deer Gul",NM,C-1,Au,,Gold,,Mine,Probably inactive,Yes; small,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,"The Madeline mine is one of several near the divide between upper Anvil Creek (NM236) and Dexter Creek (NM303) at surface elevations of about 450 to 600 feet, where high-level gravels were placer mined for gold.  These deposits were in gravels that ranged",The Madeline mine is a drift mine off a shaft about 65 feet deep.  At least a half mile of drifting took place.,,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Bundtzen, T.K., Reger,",C.C. Hawley and Travis L. Hudson,7/10/2000,Quaternary.,"Hawley Resource Group, Inc.","Production from the high-level gravels of the general area totaled about 100,000 ounces by 1903 (Collier and others, 1908).",,"Collier and others, 1908",64.589642,-165.354553,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM240,A012929,Mattie (lower workings),The Mattie placer mine is at an elevation of about 575 feet on the north side of the divide between Nekula Gulch in the south headwaters of Anvil Creek (NM236) and Deer Gulch in the north headwaters of Dexter Creek (NM303).  The map location is in the SW1,NM,C-1,Au,,Gold,,Mine,Probably inactive,Yes; small,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,"The Mattie mine is one of several near the divide between upper Anvil Creek (NM236) and Dexter Creek (NM303) at surface elevations of about 450 to 600 feet, where high-level gravels were placer mined for gold.  These deposits were in gravels that ranged f","Surface workings at the Mattie mine included a 50- by 150-foot hydraulic cut that was excavated to a depth of 30 feet.  About 0.45 ounce of gold per cubic yard was recovered in 1900 (Collier and others, 1908).",,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Bundtzen, T.K., Reger,",C.C. Hawley and Travis L. Hudson,7/10/2000,Quaternary.,"Hawley Resource Group, Inc.","Production from the high-level gravels of the general area totaled about 100,000 ounces by 1903 (Collier and others, 1908).",,"Collier and others, 1908",64.588442,-165.355353,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM241,A012931,Snowflake,"The Snowflake placer mine is at Dexter, in the north headwaters of Dexter Creek (NM303).  It is at an elevation of about 600 feet on the south side of the divide between Nekula Gulch and Deer Gulch.  The map location is just inside the south-central boder",NM,C-1,Au,,Gold,,Mine,Inactive,Yes; small,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,"The Snowflake mine is one of several near the divide between upper Anvil Creek (NM236) and Dexter Creek (NM303) at surface elevations of about 450 to 600 feet, where high-level gravels were placer mined for gold.  These deposits were in gravels that range","Workings at the Snowflake mine were underground.  They included a 130-foot-deep main shaft, a winze sunk 70 feet east of the main shaft to the 230-foot level, and drifts trending N 60 W and S 60 E from the main shaft (Collier and others, 1908; Moffit, 191",,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Bundtzen, T.K., Reger,",C.C. Hawley and Travis L. Hudson,7/10/2000,Quaternary.,"Hawley Resource Group, Inc.","Production from the high-level gravels of the general area totaled about 100,000 ounces by 1903 (Collier and others, 1908).   The pay ran about 0.3 ounce of gold per cubic yard at the Snowflake mine (Collier and others, 1908).",,"Collier and others, 1908",64.585742,-165.350153,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM242,A012932,Sugar,"The Sugar placer mine is at an elevationof about 600 feet in the east headwaters of Deer Gulch and 4,000 feet south-southwest of the summit of King Mountain.  The map location is just inside the north boundary of section 31, T. 10 S., R. 33 W., Kateel Riv",NM,C-1,Au,,Gold,,Mine,Probably inactive,Yes; small,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,"The Sugar mine is one of several near the divide between upper Anvil Creek (NM236) and Dexter Creek (NM303) at surface elevations of about 450 to 600 feet, where high-level gravels were placer mined for gold.  These deposits were in gravels that ranged fr",The workings at the Sugar mine were underground and included a shaft about 100 feet deep.,,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Bundtzen, T.K., Reger,",C.C. Hawley and Travis L. Hudson,7/10/2000,Quaternary.,"Hawley Resource Group, Inc.","Production from the high-level gravels of the general area totaled about 100,000 ounces by 1903 (Collier and others, 1908).",,"Collier and others, 1908",64.584742,-165.345853,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM243,A012933,Gold Hill (drift mine near Dexter),"The Gold Hill drift placer mine is in the headwater divide between Deer and Grouse Gulch, small north tributaries to Dexter Creek (NM303).  The map location is the location of the Gold Hill shaft at an elevation of about 575 feet in the NE1/4 section 31,",NM,C-1,Au,,Gold,,Mine,Probably inactive,Yes; small,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,"The Gold Hill mine is one of several near the divide between upper Anvil Creek (NM236) and Dexter Creek (NM303) at surface elevations of about 450 to 600 feet, where high-level gravels were placer mined for gold.  These deposits were in gravels that range","Underground workings, probably now caved or flooded, were accessed by a shaft.",,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Bundtzen, T.K., Reger,",C.C. Hawley and Travis L. Hudson,7/10/2000,Quaternary.,"Hawley Resource Group, Inc.","Specific information about the Gold Hill deposit or its production is not available.  Production from the high-level gravels of the general area totaled about 100,000 ounces by 1903 (Collier and others, 1908).",,This report,64.583842,-165.343653,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM244,A012837,Hines and McLaughlin; Royal Group,"The Hines and McLaughlin (Royal Group) claims are at an elevation of about 700 feet on the southwest flank of King Mountain. The location is approximately locality 5 of Cathcart (1922, p. 235, figure 18).  The map location is in the SE1/4 section 30, T. 1",NM,C-1,Au,Pt (?),"Gold, jarosite, pyrite (?)",Quartz,Prospect,Inactive,None,Low-sulfide replacement lode is schist and marble.,,Sulfidization of schist.,"The Hines and McLaughlin prospect was developed by six shafts ranging from 20 to 56 feet in depth (Cathcart, 1922, p. 236).  The shafts were sunk in bedrock composed of alternating layers of marble and mineralized schist.  None of the workings were open w","Five claims on King Mountain above Dexter were explored by shallow shafts that were caved at the time of Cathcart's visit (Cathcart, 1922).  The claims, including the Royal Group on King Mountain, were reported by Mertie (1918), but he did not visit them",,"Cathcart, S.H., 1922, Metalliferous lodes in southern Seward Peninsula:  U.S. Geological Survey Bulletin 722-F, p. 163-261.|Mertie, J.B., Jr., 1918, Lode mining and prospecting on Seward Peninsula:  U.S. Geological Survey Bulletin 662, p. 425-449.",C.C. Hawley and Travis L. Hudson,7/10/2000,"Probably about mid-Cretaceous, the age of other lode gold deposits in the Nome district.","Hawley Resource Group, Inc.",,,"Cathcart, 1922",64.587542,-165.343653,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM245,A012838,Unnamed (lode in Dexter Creek),"This lode prospect is at an elevation of about 300 feet on the north side of Dexter Creek (NM303) about 300 feet upstream of the mouth of Grouse Gulch and about 5,700 feet south of the summit of King Mountain.  It is at the east-central edge of section 31",NM,C-1,"Au, Cu",,Gold,,Prospect,Inactive,No,"Copper- and gold-bearing lode deposit; Low-sulfide Au-quartz vein? (Cox and Singer, 1986; model 36a).",36a?,,"A 400-foot tunnel driven in or before 1907 was reported by Smith (1908, p. 240). The ore reportedly contained about 4 percent copper.  Moffit (1913, p. 135) proposed that gold in the deposit was more valuable than the copper.  Country rock is probably the","A 400-foot adit was driven into the north bank of Dexter Creek in or before 1907 (Smith, 1908); no subsequent work has been reported.",,"Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-463, 2 sheets, scale 1:250,000.|Cobb, E.H., 1978, Summary of references to mineral occurrences (other than mineral",C.C. Hawley and Travis L. Hudson,7/10/2000,,"Hawley Resource Group, Inc.",,,"Smith, 1908",64.579142,-165.335152,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM246,A012946,Dexter High Bench,"This record describes a complex, high-level gold placer deposit centered on the divide at the head of Deer Gulch.  Other shaft mines in the Dexter divide area are described in records NM238-243. The map location is at an elevation of about 550 feet in the",NM,C-1,Au,Ag,Gold,,Mine,Probably inactive,Yes,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,The Dexter High Bench placer deposit is one of three similar deposits.  The others are the Summit deposit (NM247) and the deposit at the head of Dry Creek (NM248).  The Dexter high-level deposit includes the relatively low-grade auriferous gravel that man,"Gold was discovered in Nekula Gulch in 1900.  About 90,000 dollars worth of gold (about 4,500 ounces) was mined in 1900.  The area was developed rapidly; it was active when visited by Collier and others (1908) in 1903 and by Moffit (1913) in 1905 and 1906",,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Bundtzen, T.K., Reger,",C.C. Hawley and Travis L. Hudson,7/10/2000,"Quaternary, but possibly late Tertiary.","Hawley Resource Group, Inc.","Production from the high-level gravels of the general area totaled about 100,000 ounces by 1903 (Collier and others, 1908).  The high level gravels at Dexter were mostly worked out by 1906.",,"Collier and others, 1908",64.585842,-165.355453,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM247,A012909,Summit High Bench,"The Summit high-level placer gold deposit is at an elevation of about 530 feet on the low divide between upper Specimen Gulch (NM312) and Grass Gulch.  It is 5,500 feet north-northeast of the summit of Anvil Mountain in the west-central part of section 31",NM,C-1,Au,,Gold,,Mine,Probably inactive,Yes; small,"Alluvial placer Au; buried high-level alluvial channel (Cox and Singer, 1986; model 39a).",39a,,The Summit high-level bench placer mine worked a gravel deposit 600 to 800 feet wide at the surface.  The paystreak was in a 50 to 80-foot-wide bedrock channel incised in schist.  The mine was developed by shafts and drifts.  On the Summit claim (at about,"The workings at the Summit mine were underground.  They included several shafts as deep as 106 feet and more than 600 to 700 feet of drifts; 300 feet of the pay streak was worked out by 1903 (Collier and others, 1908).",,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,7/10/2000,Quaternary; possibly as old as late Tertiary.,"Hawley Resource Group, Inc.","Production from the high-level gravels of the general area totaled about 100,000 ounces by 1903 (Collier and others, 1908). About 5000 ounces of gold were probably produced from the high level deposits on the Summit and nearby claims.",,"Collier and others, 1908",64.577741,-165.362352,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
